Structures,D_i_vdw_uff298,D_f_vdw_uff298,D_if_vdw_uff298
RUMROI_clean,3.75602,3.08384,3.66596
RUMRUO_clean,3.69295,3.39884,3.69295
RUMWUS_clean,6.13224,4.05863,5.99471
RUNXUV_clean,5.19332,4.30019,5.19332
RUPNEW_clean,10.04237,2.7679,10.03746
RUPRUQ_clean_h,11.41018,4.0217,11.41018
RUPTED_clean,4.63547,3.66887,4.63547
RUPVAB_clean,13.62034,4.22639,13.62034
RUPZIM_clean,3.11377,2.58737,3.11377
RUQVEF_clean,8.69448,7.6617,8.69448
RURPAW_clean,4.26954,3.90582,4.26954
RURPEA_clean,4.37366,3.99837,4.37366
RURQEB_clean,3.91135,2.2361,3.91135
RUSHIY_clean,9.17233,5.87625,9.16267
RUSSAA_clean,3.75946,2.89482,3.74775
RUSWEJ_clean,3.21662,2.12537,3.21662
RUSWIN_clean,6.08779,3.0505,6.08779
RUSWOT_clean,6.05205,3.18065,6.05205
RUSWUZ_clean,6.19948,3.18603,6.19948
RUSXAG_clean,6.02581,3.06864,6.02581
RUSXEK_clean,6.17905,3.18479,5.87228
RUTBUE_clean,5.81221,2.96829,5.81221
RUTNOK_clean5b,23.81429,13.86342,23.81429
RUTNOK_manual,23.81429,13.86342,23.81429
RUTPAY01_clean,11.71913,6.86678,11.71493
RUVBOB_clean,5.99225,3.54319,5.99225
RUVCES_clean,5.43995,3.91092,5.43995
RUVKAV_clean,11.70161,6.87418,11.70161
RUVKOJ_clean,4.05441,3.42204,4.05441
RUVMAX_clean,5.07729,4.17011,5.07729
RUVMUR_clean,3.23813,2.85949,3.23178
RUVRUX_clean,5.786,2.44439,5.786
RUWWOW01_clean,4.32578,3.38011,4.32578
RUWWOW_clean,4.30131,3.36366,4.30131
RUWWUC_clean,4.40064,3.60289,4.40064
RUWXAJ_clean,4.51856,3.60105,4.51817
RUWXEN_clean,4.31207,3.45849,4.31207
RUWZIU_clean,5.93863,4.95921,5.93773
RUWZOA_clean,5.86872,5.67481,5.86857
RUWZUG_clean,5.88108,4.89908,5.87508
RUXKUS_clean,5.15551,2.35226,5.15551
RUYGEZ_clean,5.57218,5.25584,5.57205
RUYKAZ_clean,7.06983,2.45617,7.06246
RUYNEG_clean,5.84747,4.63411,5.84747
RUYNIK_clean,5.43461,3.3,5.43461
RUYQIN01_clean,8.93027,6.57304,8.93027
RUYQIN02_clean,8.9626,6.58494,8.9626
RUYQIN03_clean,8.90768,6.59126,8.90749
RUYQIN_clean,8.97659,6.66153,8.97659
RUYQOT_clean,8.90022,6.4794,8.90022
RUYTIQ_clean,8.83795,6.68739,8.83777
RUYTUC_clean,8.89263,6.48351,8.89263
RUYVAK_clean,8.89428,6.69967,8.89428
RUYVEO_clean,11.84139,9.3368,11.84139
RUYVIS_clean,15.35875,12.41677,15.35875
RUYZUH_clean,5.4151,3.83331,5.41329
RUZCOF_clean,5.08548,4.26245,5.08192
RUZDAS_clean,4.80133,4.2759,4.79732
S2052520616005515_bm5080sup1_clean,4.30036,3.38103,4.2863
S2056989016007027_zl2661sup1_clean,6.0922,4.51124,6.06788
SABFUX_clean,6.36454,4.70094,6.21373
SABKIS_clean,6.7087,6.00119,6.69243
SABVOH01_clean,6.29892,6.18519,6.29521
SABVOH01_manual,6.30596,6.19233,6.29875
SABVOH_clean,6.03028,5.9453,6.03028
SABVOH_manual,6.02812,5.9427,6.02812
SABVUN_clean_h_min,6.84972,6.6146,6.84972
SABVUN_clean,6.8565,6.61274,6.8565
SABWAU01_clean,2.52286,2.11857,2.42532
SABWAU_clean_h,2.82831,2.60024,2.82831
SABWAU_SL,2.60078,1.98152,2.60078
SABWEA_clean,4.41562,2.77055,4.38969
SABWUQ_clean,4.33375,2.76074,4.30598
SABXEB_clean,4.3509,2.76638,4.3509
SABXOL_clean,4.31298,2.77917,4.19499
SABYAY_clean,4.36901,2.72792,4.36901
SABYIG_clean,4.41073,2.8043,4.40286
SABYUS_clean,4.33051,2.71015,4.33051
SABZED_clean,4.32068,2.76669,4.30277
SABZON_clean,4.31124,2.69964,4.29715
SACDOR_clean,7.6915,6.86829,7.57735
SACDUX_clean,7.67782,6.83494,7.53876
SADLEQ_clean,6.98011,6.72762,6.98011
SADLIU_clean,6.66347,6.42011,6.66347
SADLOA_clean,6.9372,6.638,6.9372
SADMIV_clean,2.87152,2.58401,2.86532
SADMOB_clean,5.87321,5.7377,5.86946
SADMUH_clean,7.81856,7.36489,7.81856
SADMUH_SL,7.557,7.36606,7.557
SADVEB_clean,5.09349,4.13964,4.99432
SAHBAF_clean,3.78261,2.85852,3.78083
SAHBEJ_clean,3.90258,2.83802,3.90107
SAHNIZ_charged,7.18627,3.21421,7.18627
SAHXAD_clean,6.71805,4.8436,6.6418
SAHYAD01_charged,4.74338,3.65182,4.74203
SAHYAD01_clean,4.74338,3.65182,4.74203
SAHYAD02_charged,4.65476,3.5843,4.65289
SAHYAD03_charged,4.67524,3.598,4.67372
SAHYAD_charged,4.80847,3.74144,4.80615
SAHYAD_clean,4.80847,3.74144,4.80615
SAHYIL_charged,4.71599,3.59209,4.71342
SAHYIL_clean,4.71599,3.59209,4.71342
SAHYOQ03_clean,15.05345,7.3573,15.05345
SAHYOQ04_clean,15.09604,7.39622,15.09604
SAHYOQ05_clean,15.11925,7.50023,15.09418
SAJDIT_clean,7.00736,6.04234,7.00556
SAJHUJ_clean,5.63156,3.63962,5.63156
SAJJOF_clean,5.27037,2.55815,5.26714
SAJKUM_clean,5.61203,2.45964,5.61033
SAJLAT_clean,5.56248,2.70101,5.55369
SAJLEX_clean,5.51139,2.72926,5.50164
SAJLOH_clean,3.7005,3.06945,3.67736
SAJRAW10_clean,7.01802,5.67248,7.01802
SAJRAW11_clean,7.01027,5.65626,7.01027
SAJRAW_clean,6.97731,5.64536,6.97731
SAJRUT_clean,6.7013,6.01836,6.68505
SAJSAA_clean,6.79836,6.26529,6.78376
SAKDAM01_clean,5.47409,2.94095,5.46382
SAKDAM_clean,5.5045,2.69582,5.49978
SAKDEP_clean,4.87899,2.52447,4.87212
SAKDEQ_clean,5.48607,2.60914,5.47833
SAKFAO_clean,5.49941,2.9707,5.49169
SAKNOJ_clean,14.99044,8.56133,14.69659
SAKRAZ_clean,5.224,4.70096,5.22127
SAKRED_clean,5.1728,4.65009,5.1728
SALLAT_clean,3.83843,2.83599,3.83843
SALRON_clean,3.85141,2.90159,3.85141
SALROO_clean,8.69036,6.04386,8.69036
SALRUU_clean,5.89898,4.01518,5.89898
SALXEL_clean,17.53528,14.93824,17.53528
SALXIP_clean,18.59085,16.35041,18.59085
SALZAH_clean,4.49838,2.98886,4.49838
SAMLAV01_clean,5.34923,3.51238,5.34923
SAMLAV02_clean,5.66785,3.99518,5.6672
SAMLAV03_clean,5.65163,4.03,5.64993
SAMLAV_clean5b,5.22107,3.73273,5.16464
SAMLAV_manual,5.22107,3.73273,5.16464
SAMVEK_clean,7.44984,6.99438,7.31269
SAMVIO_clean,7.25075,6.66326,7.25075
SAMXUC_clean,5.589,4.21221,5.589
SAMYAJ_clean,5.46305,4.14625,5.46305
SAMYEN_clean,5.53763,4.06674,5.53763
SAMYIR_clean,5.49663,4.02732,5.49663
SANGEW_clean,6.53112,4.66964,6.53112
SANGIA_clean,6.41967,4.64869,6.41967
SANGOG_clean,6.3823,4.58601,6.3823
SANGUM_clean,6.52094,4.61208,6.51887
SANHEX_clean,6.47088,4.56434,6.47088
SANHIB_clean,5.73272,4.46509,5.73177
SANHOH_clean,6.489,4.73068,6.489
SANHUN_clean,6.40445,4.58439,6.38514
SANJAV_clean,6.11828,4.69811,6.11748
SAPBAP_clean,2.76113,2.2807,2.76113
SAPBIW_charged,27.40866,22.4551,27.40822
SAPHOI_clean,7.02071,3.52471,7.02011
SAPHUP_clean,5.66252,2.33985,5.65739
SAPJEZ_clean,6.73831,3.08168,6.73831
SAQQAD_clean,10.56514,8.92782,10.56184
SAQQEH_clean,10.5771,8.96505,10.57679
SAQQIL_clean,10.61705,8.94839,10.61705
SAQQOR_clean_h,10.63602,8.68786,10.63602
SAQSOU_clean,6.0253,3.88345,5.8675
SAQZOB_clean,5.40466,2.51617,4.73816
SARBOE,4.88748,3.71041,4.86506
SARGID_clean,11.65732,10.80041,11.65732
SARGOJ_clean,11.65148,10.59268,11.65148
SARGUP_clean,11.82646,10.6801,11.82646
SARHAW_clean,11.62739,10.44606,11.62739
SARHEA_clean,11.75199,10.64072,11.75199
SARMEE_clean,3.87063,2.71581,3.86761
SARMII_clean,3.79312,2.66014,3.79114
SARMOO_clean,4.83986,1.64552,4.82117
SARNOQ_clean,8.49156,5.96717,8.49156
SARPIL_clean,5.6394,4.48858,5.63624
SARTIR_clean,8.42082,6.95402,8.41154
SASKIH_clean,3.53268,2.80541,3.53268
SATBEW_clean,7.51717,4.77882,7.51717
SATBIA_charged,7.27964,5.19989,7.2459
SATCAT_clean,7.3371,4.72228,7.3371
SATCEX_clean,7.19028,4.363,7.19028
SATCIB_clean,6.7518,2.91827,6.74747
SATNOR01_clean,11.64704,10.74313,11.64704
SATNOR_clean,11.62839,10.72026,11.62818
SATRIP_clean,5.46724,4.44884,5.46724
SATROV_clean,5.50798,4.50009,5.45744
SAWJAC_clean,3.26347,2.43194,3.26114
SAXFII_clean,3.04077,2.0334,3.03439
SAXLEK_clean,9.53014,8.9215,9.53014
SAXRIS_clean,6.76989,5.0547,6.17848
SAYKIO_clean,4.07896,2.82514,4.07896
SAYTOD_clean,6.39166,4.42419,6.24245
SAYTUJ_clean,5.34363,4.12269,5.32976
SBMOF-2,4.15714,3.4775,4.15714
science.1056698_manual,16.23241,5.00507,16.23241
SEFBOV_clean,5.31649,4.69227,5.30906
SEFNIB_charged,3.16222,2.26184,3.16222
SEFSOM_clean,7.05362,4.3219,7.05362
SEFTOO_clean,11.04756,2.76003,11.04756
SEFTUU_clean,11.01528,2.78682,11.01528
SEFVAC_clean,11.35403,3.01367,11.35403
SEFVEG02_clean,10.87058,3.05936,10.86478
SEFVEG_clean,10.87666,3.05326,10.87666
SEFVOQ_clean,11.00322,2.87913,11.00322
SEFVUW_clean,10.95846,2.88607,10.95846
SEFWAD_clean,10.90916,2.87964,10.90916
SEFWEH_clean,10.93486,2.9,10.93486
SEFWIL_clean,11.13312,3.00146,11.13312
SEFWOR_clean,10.84303,2.84678,10.84303
SEGBIR_clean,9.74847,8.99435,9.74847
SEGMEW_clean,4.42063,3.64133,4.42063
SEHLAU_clean,3.25908,2.59272,3.24985
SEHLEY_clean,3.21292,2.50208,3.20304
SEHLIC_clean,3.1887,2.46481,3.17906
SEHMAU_clean,4.07748,3.10445,4.07748
SEHMIC_clean,3.98231,3.04349,3.9051
SEHMUO_clean,5.155,3.7828,5.13994
SEHNEZ_clean,5.10369,3.67989,5.09138
SEHNID_clean,5.59659,3.82595,5.59003
SEHSII_clean,5.27233,4.55427,5.26735
SEHSOO_clean,5.26473,4.55687,5.26187
SEHSUU_clean,5.2449,4.54224,5.23801
SEHTAB_clean,5.21555,4.53755,5.16038
SEHTEF_clean,5.25922,4.5628,5.25045
SEHVOQ_clean,5.74705,3.70353,5.74705
SEHXIN_clean,6.90744,6.65171,6.90744
SEHZUB_clean,5.28554,3.65381,5.14096
SEJBAL_clean,4.7593,3.47099,4.7593
SEJHAR_clean,4.30615,2.36787,4.29707
SEMFEX_charged,5.36378,3.73627,5.35806
SEMFIB_charged,5.6035,3.83184,5.54074
SEMPUX_clean,4.47561,3.0747,4.47493
SENQAE_clean,3.55227,3.33457,3.55227
SENVIR_clean,15.38642,3.39131,15.38642
SENWAL_clean,8.48989,7.26003,8.48989
SENWEP_clean,5.79404,3.10285,5.78909
SENWIT_clean,8.24251,6.36759,8.07297
SENWOZ_clean,8.75947,7.00861,8.73753
SEQSIS_clean,5.40651,4.84788,5.40327
SEQSOY_clean,6.09525,5.54095,6.09525
SEQTEP_clean,7.16924,4.59526,7.16689
SERCEZ_clean,9.56598,7.90062,9.56564
SERJOP_clean,8.62539,7.82978,8.62305
SERJUV_clean,8.68568,7.92975,8.67111
SERKAC_clean,8.74785,8.16346,8.74785
SERKEG_clean,8.89777,8.31369,8.89777
SERKOQ_clean,6.64268,5.00823,6.57167
SERLEI_clean,11.23601,5.98453,11.23601
SERWAP_clean,4.96629,3.59605,4.81268
SERWET_clean,4.99051,3.29507,4.67536
SERWIX_clean,4.74133,3.36751,4.7362
SESDEA01_clean,3.00903,2.26257,3.00725
SESDEA_clean,3.00293,2.25803,2.99609
SESLUZ_clean,5.08263,4.58491,4.98241
SETDUS_clean,4.16993,3.86252,4.16993
SETFUT_clean,4.00155,2.27534,3.78344
SETPEO_clean,14.48912,3.81128,14.48912
SETQAL_clean,4.26974,4.13015,4.26974
SETQEP_clean,4.34347,4.2046,4.34347
SETQIT_clean,4.24808,4.11926,4.24808
SETQOZ_clean,7.73187,7.22672,7.73187
SETQOZ_SL,7.51891,7.35494,7.51891
SETQUF_clean,7.73238,7.248,7.73238
SETQUF_SL,7.46548,7.24972,7.46548
SETRAM_clean,8.03897,7.60572,8.03469
SETSIV_clean,9.40573,8.18057,9.40573
SETSOB_clean,6.05526,4.80945,5.91259
SETSUH_clean,11.82823,8.40758,11.82823
SETTAO_clean,13.61713,9.50067,12.93497
SETWOF_clean,4.42753,2.45694,4.41973
SETWUL_clean,3.49884,2.50695,3.4967
SETXAS_clean,3.57905,2.71509,3.5392
SETXEW_clean,4.1076,3.5123,4.10313
SETXIA_clean,8.53345,2.52468,4.25691
SEVLEM_clean,8.70413,6.58913,8.70392
SEVWEV_clean_h,3.14889,2.38635,3.13732
SEVWEV_clean,3.14889,2.38635,3.13732
SEWCED_clean,11.62608,9.26145,11.62608
SEYDUW_clean,3.81416,2.86009,3.81348
SEYFAE_clean,3.87683,2.90307,3.87683
SEYFEI_clean,3.77712,2.77209,3.76793
SEYNAM_clean,3.83002,2.71845,3.65056
SEYQIW_clean,5.71318,5.03259,5.71318
SEZPIY_clean,4.72643,3.35036,4.70489
SEZPOE_clean,4.53695,3.68222,4.53675
SIBDEO_clean,3.26652,2.44728,3.26652
SIBLAQ_clean,3.57902,2.83718,3.57902
SIBMIB_clean,3.36605,1.89733,3.35309
SICCAK_clean,4.84481,2.41722,4.83494
SICDAL_clean,2.60578,2.10048,2.59221
SICZIP_clean,9.69109,6.29393,9.69109
SICZOV_clean,18.74833,11.28259,18.74833
SIDCAL_clean,8.49543,7.5855,8.49543
SIFVAG_clean,5.48605,2.7481,5.48285
SIHLUQ_clean,6.64636,2.88174,6.64636
SIKGAW_clean,4.67371,3.54198,4.66592
SIKJOM_clean,3.5894,2.27379,3.57342
SIKYER_clean,6.42328,3.90173,6.42328
SINLAE_clean,5.90928,4.39689,5.90928
SINQAH_clean,3.82184,3.00601,3.81961
SINQEL_clean,5.59992,4.37728,5.59891
SINVAM_clean,4.14854,2.86364,4.14854
SINXET_charged,4.8079,3.66145,4.8079
SINZIA_clean,4.6892,2.41479,4.59334
SIPCID_clean,4.80041,3.81054,4.80041
SIPVOD_clean,3.7192,2.89866,3.7192
SIPWUK_clean,3.37971,2.82612,3.33679
SIQCOM_clean,4.63097,2.92642,4.62238
SIQCUS_clean,4.62721,2.91469,4.58921
SIQFED_clean,3.82785,3.09771,3.81106
SIQFIH_clean,3.85882,3.11424,3.8374
SIQQEO_clean,5.09455,4.43786,5.09455
SIRBIG06_clean,3.94449,2.22801,3.94449
SIRBIG07_clean,4.60682,2.8131,4.60682
SIRZUQ_clean,5.41397,2.36253,5.41397
SISFEH_clean,4.3545,3.32587,4.3545
SISPUH_clean,5.85744,5.12398,5.82581
SISQAO_clean,5.85417,5.11239,5.85417
SISQES_clean,5.83664,5.0756,5.83231
SISQIW_clean,5.86792,5.07439,5.86356
SITFUY_clean,17.37182,9.20278,17.37182
SITTUM_clean,6.44898,2.84673,6.44898
SIVGAH_clean,4.94134,3.27729,4.93147
SIVGIP_clean,4.77558,3.5994,4.77558
SIVGOV_clean,4.79495,3.58598,4.79235
SIVGUB_clean,8.02419,6.17687,7.97708
SIVJIS_clean,5.69032,4.46612,5.69032
SIVKAK_clean,4.09225,3.36751,4.08961
SIVQAR_clean,7.76928,5.94314,7.76928
SIVSOH_clean,4.48476,1.72397,4.47774
SIVVAW_clean,4.5738,2.44959,4.57243
SIVWUR_clean,4.75768,3.29375,4.75768
SIWGUB_clean,4.2059,2.74989,4.2059
SIWPUL11_clean,3.53969,3.01784,3.53969
SIWSUO_clean,4.85972,3.4687,4.84488
SIWTEZ_clean,6.26139,4.55686,6.2489
SIWTOJ_clean,4.42982,3.12944,4.42982
SIWZOP01_clean,3.318,2.95262,3.318
SIWZOP02_clean,3.32844,3.02223,3.32844
SIWZOP_clean,3.30002,2.91649,3.30002
SIYXIH10_clean,3.40046,2.50283,3.39689
SIYXIH_clean,3.40093,2.50283,3.40093
SIZGEO_clean,4.4776,3.18463,4.4776
SIZGIS_clean,4.47088,3.05282,4.45384
SIZJUH_clean,7.10322,5.84318,7.10322
SIZNIA_clean,3.07946,2.12443,3.07946
SIZPAT_charged,3.65429,2.76467,3.65429
SIZPEX_charged,3.35032,2.45522,3.35032
SIZPUN_clean,19.23559,6.11203,19.23559
SOBTUY_clean,5.37722,5.02326,5.37268
SOBZEQ_clean,7.37404,5.43416,7.3739
SOBZOY_clean,5.34115,4.43055,5.33966
SOCKOM_clean,5.32513,3.03763,5.32513
SOCLAZ_clean,2.88553,2.62911,2.88413
SOCNAB_clean,3.3747,2.402,3.33012
SOCPOQ_charged,6.9555,3.12188,6.60836
SOCWIS_clean,3.86478,2.2152,3.86189
SOCWOX_clean,3.40284,2.61585,3.40087
SOCWOY_clean,3.96175,2.20742,3.95712
SODNAA_clean,4.30777,3.04321,3.87407
SODQOT_clean,6.17341,5.2647,6.13886
SODXUG_clean,4.61185,3.63547,4.57034
SODZIV_clean,5.54321,4.48009,5.5432
SOGWIV_charged,3.66211,2.77318,3.66211
SOGWIV_clean,3.66211,2.77318,3.66211
SOGXAP_clean,3.61344,2.10861,3.49473
SOHBUO_clean,4.03772,3.25687,4.03772
SOHGUS_clean,9.5253,7.97285,9.52341
SOHMEI_clean,8.08422,7.30039,7.93388
SOHMIM_clean,7.65208,6.73733,7.65204
SOHMOS_clean,6.43475,5.80839,6.43475
SOHMUY_clean,8.07398,6.9897,7.53147
SOHNAF_clean,8.30117,7.69226,8.28909
SOHNEJ_clean,8.14355,7.63815,8.08918
SOHNIN_clean,7.95447,7.17688,7.93686
SOJDEB_clean,4.03427,3.00972,4.02832
SOJGOO_clean,5.9424,4.25753,5.94141
SOJKAF_clean,2.78908,2.05862,2.78908
SOJKOT01_clean,3.27624,2.92059,3.27325
SOJKOT02_clean,3.28187,2.95044,3.27895
SOJKOT03_clean,3.28613,3.0131,3.28371
SOJSUH_clean,8.26835,6.16421,8.26835
SOJTOC_clean,3.41496,2.43051,3.41491
SOKKOT_ion_b,6.1767,5.74078,6.1767
SOKKUZ_clean,6.82734,6.4598,6.82734
SOKWAS01_clean,5.00894,3.91755,5.00659
SOKWAS_clean,5.76496,4.3101,5.75874
SOKWUM_clean,5.29289,4.16731,5.28765
SOKXIB_clean,10.91445,6.49936,10.90918
SOKXOH_clean,22.18344,13.96045,22.18344
SOMCON_clean,7.77207,6.61397,7.77193
SOMFAC_clean,6.83834,6.46044,6.83834
SOMFEG_clean,6.83789,6.47049,6.83789
SOMFIK_clean,6.85137,6.4302,6.85137
SOMSIY_clean,5.93978,5.71697,5.93978
SONTAR_clean5b,6.79496,4.92625,6.79496
SONTAR_clean,6.79496,4.92625,6.79496
SONTAR_manual,6.79496,4.92625,6.79496
SONTEV_clean,5.43226,3.87917,5.43226
SONTIZ_clean,6.50744,5.32399,6.50744
SONTOF_clean,6.40333,5.30824,6.40333
SONTUL_neutral_b,11.00346,5.88096,10.97348
SONVAT_clean,12.94859,5.90075,12.94859
SONVAT_neutral_b,12.94859,5.90075,12.94859
SONVEX_clean,12.96753,5.93588,12.96753
SONVEX_neutral_b,12.96753,5.93588,12.96753
SONVIB_clean,12.96054,5.97674,12.96054
SONVIB_neutral_b,12.96054,5.97674,12.96054
SOPLAM_clean,7.56041,5.78092,7.56041
SOPLEQ_clean,8.21711,7.1113,8.21711
SOPLIU_clean,7.49473,5.48526,7.31271
SOPLOA_clean,7.66398,6.37961,7.66234
SOPPOD_clean,3.29625,3.14916,3.29598
SOQDEI_clean,5.50048,3.53656,5.44896
SOQHIR01_clean,5.31507,3.205,5.28158
SOQJOZ_clean,3.79077,2.35906,3.78598
SORQAT_clean,4.5114,3.11986,4.5114
SORXAA_clean,4.52232,3.14728,4.52232
SOSFAJ_clean,4.55764,3.19342,4.55764
SOSSEA_clean,4.2337,2.67517,4.14275
SOTBIM_clean,5.01772,2.70376,5.01772
SOTTUR_clean,4.33665,2.91692,4.32207
SOTWOP_clean,6.11269,4.82505,6.10928
SOTWUV_clean,6.09877,4.76617,6.09877
SOTXAC_clean,5.99743,4.79357,5.99743
SOTXEG_neutral,4.76402,2.80871,4.76402
SOVHAM_clean,4.51679,3.41591,4.51608
SOVHIU_clean,5.09763,3.41807,5.09763
SOVHOA_clean,3.41128,3.04041,3.41128
SOVLEW_clean,16.79664,5.97969,16.79664
SOWYIM,1.38857,0.61132,1.34809
SOWYOS_clean,4.69872,3.67401,4.51939
SOXDAM_clean,7.1938,3.50007,7.19049
SOXDEQ_clean,7.18432,3.45584,7.18432
SOXHUI_clean,3.29323,2.6777,3.29323
SOXHUI_SL,2.78855,2.33697,2.78855
SOXZIP_clean,4.9578,3.26664,4.9578
SOYFUJ_clean,4.14438,3.02078,3.98167
SOYWOT_clean,12.93972,5.92069,12.93972
SOYWOT_neutral_b,12.93972,5.92069,12.93972
SOYWUZ_clean,12.9443,6.56523,12.9443
SOYYEL_clean,3.97322,2.8532,3.97322
SOZBIS_clean,7.05417,5.70215,7.05417
SOZGIZ_clean,8.59815,4.16562,8.59137
SOZGOF_clean,8.63283,4.04668,8.61111
SOZPUU_clean,4.78814,2.65024,4.78642
SOZRUW_clean,8.6563,4.21183,8.61533
SOZSAD_clean,8.70011,4.26448,8.41963
SOZSEH_clean,8.60366,4.12495,8.5825
SOZSIL_clean,8.67094,4.24161,8.63066
SOZSOR_clean,8.58709,4.14356,8.46927
SOZSUX_clean,8.66076,4.1584,7.85402
SROXAL01_clean,5.35247,3.41915,5.35247
SUBMIN_clean,9.19053,5.36419,9.1903
SUCLOT_clean,5.7148,5.15549,5.71335
SUFBAY_clean,5.70961,3.80664,5.00025
SUFHIM_clean,10.79771,9.37445,10.79771
SUFJIO_clean,5.93401,3.21573,5.91772
SUFJOU_clean,5.96116,3.21875,5.95519
SUFROA_clean,5.41068,4.91155,5.40706
SUGDIJ_auto,12.40973,10.81234,11.86831
SUGSEU_clean,11.20561,6.8711,10.57664
SUGVUM_clean,5.40075,3.28256,5.39388
SUGWEX03,5.68802,3.41055,5.62386
SUHBAA_clean,11.90711,9.79726,10.78793
SUHHOT_clean,2.94385,2.10419,2.94385
SUHMEP_clean,8.27896,6.55417,8.27896
SUJNUH_clean,6.77549,6.30728,6.77549
SUJQOE_clean,3.90108,2.11496,3.89631
SUJREV_clean,3.84493,2.26325,3.83761
SUJRIZ_clean,3.7443,1.828,3.73883
SUKKOZ_clean,4.77429,3.5319,4.77429
SUKKUF_clean,5.14669,3.7951,5.14669
SUKKUG_clean,11.08741,3.95425,11.08741
SUKMAO_clean,11.06229,3.5136,11.06229
SUKNOC_charged,11.50664,10.62212,11.50664
SUKNUI_charged,10.84879,9.74848,10.84879
SUKPAQ_charged,12.36291,8.81433,12.36291
SUKREX_clean,5.44153,3.49708,5.44146
SUKRIB_clean,5.30931,3.48628,5.27774
SUKYIH_clean,8.86917,6.87214,8.86917
SUKYON_clean,10.7705,6.73918,10.72956
SULKIU_clean,5.07595,2.92581,5.0311
SUNHEP_clean,4.9713,2.63717,4.96803
SUNHIT_clean,4.92192,2.57178,4.91971
SUNHOZ_clean,4.91316,2.59833,4.50889
SUNHUF_clean,6.39715,3.98289,6.39715
SUNJER_clean,4.79951,3.74497,4.78
SUNJIV_clean,4.86941,3.82106,4.86092
SUNJOB01_clean,4.8806,3.8325,4.8686
SUNJOB_clean,4.85867,3.81842,4.85867
SUNLAP_clean,15.26605,14.08662,15.26542
SUNLET_clean,14.38182,9.59316,14.38015
SUPLOF_clean,9.04937,5.36925,8.71872
SUPQAW_clean,12.02373,6.03569,12.02022
SUQHUJ_clean,6.81257,5.355,6.81257
SUQJEV_clean,6.25594,3.24979,6.16926
SURDOA_clean,4.04774,3.0768,4.04075
SURHEU01_clean,7.9587,3.62121,7.9587
SURHEU02_clean,7.92063,3.60448,7.92063
SURHEU_clean,7.96872,3.62536,7.96872
SURKUN01_clean,7.92963,3.60939,7.92963
SURKUN_clean,7.96673,3.62841,7.96673
SURLEY_clean,7.92384,3.60376,7.92384
SUSMIE01_clean,3.37521,2.1237,3.37521
SUSRUV_clean,6.82847,2.36452,6.8184
SUSZIQ_clean,6.10062,5.14977,6.10062
SUSZOW_clean,6.18782,5.23213,6.18782
SUTBIT,8.32703,7.97134,8.32703
SUTJIC_clean,4.71668,2.49257,4.69715
SUVFEU_clean,3.23981,2.31346,3.23981
SUVNEE_clean,15.48801,6.59399,15.48801
SUVZOA_clean,4.62923,2.46039,4.55103
SUVZUG_clean,4.8391,2.79218,4.83762
SUWBET_clean,4.98535,3.82625,4.98404
SUWQEI_clean,8.68846,6.79366,8.67497
SUWZOB_clean,6.38968,4.85854,6.38335
SUXGUP_clean,6.50935,3.27676,6.50608
SUXNIJ_clean,5.09641,3.91392,5.09641
SUXSEL_clean,5.9204,4.18735,5.85905
SUXYAM_clean,4.08591,2.27197,4.07699
SUXYEQ_clean,3.95399,2.17385,3.95399
SUXYIU_clean,3.94411,2.16641,3.83451
SUXYOA_clean,3.87557,2.1148,3.87557
TACFIN01_clean,3.8407,3.41418,3.83465
TACFIN02_clean,3.69598,3.14761,3.68879
TACFIN_clean,3.9457,3.35775,3.94268
TACJIS_clean,4.56763,2.59031,4.40695
TACPAP_clean,5.50836,5.39947,5.50836
TACPET_clean,5.43035,5.32382,5.43035
TACPIX_clean,5.49222,5.38612,5.49222
TACQUK_clean,5.4025,2.4979,5.4025
TACWOM_clean,6.75161,4.91156,6.5346
TACWUS_clean,6.68002,4.95613,6.68002
TACYAX_clean,5.05369,2.51804,5.04022
TADCAE_clean,4.4723,2.73562,4.46576
TADCOS_clean,5.38039,4.49538,5.36985
TADWEC_clean5b,12.51259,11.77012,12.51259
TADWEC_manual,12.51259,11.77012,12.51259
TADWIG_clean5b,11.91875,11.57938,11.91875
TADWIG_manual,11.91875,11.57938,11.91875
TADWOM_clean,9.27433,5.91292,8.90236
TADYEE_clean,5.91931,5.19114,5.91931
TADYII_clean,4.45194,3.35976,4.45194
TAFBEJ_clean,4.25616,2.60857,3.233
TAFBIN_clean,4.11428,2.55427,4.11428
TAFCIO_clean,4.78428,2.79496,4.4092
TAFPOG_clean,4.29112,2.57269,4.29112
TAGBUZ_clean,4.14697,3.1721,4.14117
TAGCIP_clean,2.78476,2.25986,2.78206
TAGSEB_clean,5.05466,3.33717,5.05288
TAGTED_clean,7.23649,5.54023,7.22192
TAGTIH_clean,6.75146,5.57038,6.75146
TAGTUT_clean,8.96948,4.91698,8.96838
TAGVAB_clean,7.14657,5.45115,7.14657
TAHNEY_clean,11.07602,7.28064,11.0733
TAHYUZ_clean,4.00079,2.2761,4.00079
TAJQEC_clean,4.80951,2.70354,4.80458
TAJTOQ01_clean,3.3594,2.44211,3.35939
TAJTOQ_clean,3.52233,2.65874,3.41197
TAJVAE_clean,4.25703,2.06683,4.14216
TAJVIM_clean,3.38844,2.37296,3.14725
