Structures,Adsorption_enthalpy[kJ/mol],Henry_const[mol/kg/Pa],Minimum_energy_channel[kJ/mol],Barrier_energy[kJ/mol],Time[s]
ADAVIM_clean_199,-25.9231,8.33385e-05,-30.7594,-14.6594,91.7776
APAZIC_clean_15,-26.2993,0.000283828,-29.2909,-23.6909,22.5151
ARAGOR_clean_15,-25.5081,0.000188945,-26.4973,-16.8973,7.90663
ASIRUR_clean_14,5.87077,2.34441e-12,nan,nan,0.102172
ARADEE_clean_15,-22.8388,9.35505e-05,-24.7897,-20.0897,9.22891
ASEJOZ01_clean_15,-24.3716,1.21221e-05,-25.1077,-18.7077,1.72495
ASEJOZ_clean_15,-24.36,1.16922e-05,-25.1633,-18.4633,1.75715
ASADAA_clean_2,-27.8004,0.000203721,-30.6024,-25.2024,4.42719
ASEKAM_clean_15,-26.6168,0.000140476,-28.081,-21.281,1.68402
ARUYES_clean_14,-28.6898,0.000426912,-29.6626,-26.9626,5.09708
ARUYES_clean_14,-28.6898,0.000426912,-30.132,-26.832,5.09708
ASOHUL_clean_62,-20.1038,4.53489e-05,-20.9013,-18.8013,1.34095
ASUJIJ_clean_14,-37.07,0.000504624,nan,nan,0.489163
AQIQAU_clean_15,-22.1857,0.000110448,-27.4565,-18.9565,19.3588
AQOLEZ_clean_123,-27.2206,0.000196869,-18.1408,-14.7408,18.3519
ASANAL_clean_14,-37.0718,0.00342475,-37.2373,-25.9373,5.23489
ASUBIB_clean_2,-27.4618,0.000306885,-29.2848,-25.6848,2.91987
ASOVEL_clean_19,-27.7341,0.000391183,-30.2927,-25.3927,3.42861
ATEXII_clean_19,-35.0421,0.000353715,nan,nan,0.295554
ASAHEJ_clean_2,-19.0944,9.7557e-06,-21.5963,-17.8963,8.10762
ASAHEJ_clean_2,-19.0944,9.7557e-06,-21.3254,-18.1254,8.10762
ATEJOA_clean_2,-46.3699,0.00875498,-38.5922,-35.9922,1.24258
ASIQIE_clean_86,-23.7836,7.6418e-05,-28.5936,-17.4936,5.48137
ASIQEA_clean_86,-23.5582,7.35129e-05,-28.479,-17.579,6.22612
AQOMAW_clean_221,-29.3315,0.000246035,-18.0347,-11.1347,20.3372
AQOLOJ_clean_221,-35.5644,0.00188536,-22.7014,-17.9014,20.9269
AROFET_clean_2,-24.3039,0.000109123,-29.3685,-19.5685,12.1371
ASECUY_clean_15,-24.8842,0.000118122,-27.358,-23.958,8.02701
ATIBAG_clean_14,-27.6615,6.02434e-05,-27.7277,-9.42774,1.1085
ATIBIO_clean_14,-22.215,1.15636e-05,-22.2304,-15.0304,1.12545
AQERUL_clean_135,-49.6338,0.251099,-51.5398,-18.0398,25.1201
ATIBOU01_clean_14,-26.7665,6.70562e-05,-26.5588,-14.0588,1.32082
AROFAP_clean_1,-32.6602,0.00132424,-34.6058,-24.3058,13.8148
AROFAP_clean_1,-32.6602,0.00132424,-34.6026,-24.6026,13.8148
ATICAH_clean_14,-26.8759,6.62269e-05,-26.6758,-13.1758,1.14637
ATIBUA_clean_14,-28.1897,6.2718e-05,-28.4171,-6.01712,1.22298
ATIBOU_clean_14,-27.2599,5.18973e-05,-27.1134,-11.6134,1.88792
ATIBOU02_clean_14,-26.6681,6.56535e-05,-26.474,-14.074,2.23576
ATICEL_clean_14,-26.6396,5.29108e-05,-26.4869,-12.0869,1.801
ATIRUS_clean_15,-22.9441,2.84857e-06,-23.2557,-15.5557,1.56943
ATOGEV_clean_14,-25.3698,9.81105e-05,-25.4989,-22.4989,3.66239
ASUWUI_clean_2,-28.9233,0.000198701,-31.9366,-18.9366,11.3285
ASOSUY_clean_6,-28.135,0.000414631,-30.6079,-16.5079,12.6838
ATAFIK_clean_106,-22.3834,0.000105552,-23.2021,-21.4021,12.7466
ANUGIA_clean_1,-17.5783,3.64789e-05,-25.0974,-11.8974,43.949
ATIXUX_clean_68,-32.8612,0.00056224,-33.1872,-24.1872,5.98387
ATOXEN_clean_2,-34.1389,0.000299213,-35.6964,-11.2964,1.59405
ATUXUK_clean_2,-32.6142,7.44862e-05,nan,nan,0.298245
ATUXOE_clean_2,-32.6294,8.81286e-05,nan,nan,0.493989
ASUKEE01_clean_70,-40.1272,0.00234282,-41.1037,2.99633,14.07
ALANAD_clean_2,-19.0976,5.60517e-05,-21.2253,-16.7253,76.7866
ASEXED_clean_2,-40.9417,0.015791,-45.6834,-25.1834,17.0213
ANUGOG_clean_15,-18.7309,4.55054e-05,-22.8722,-14.2722,44.8234
ATULIM_clean_32,-35.9766,0.00134058,-36.5192,-32.8192,2.48071
AVALEO_clean_15,19.7022,1.9921e-15,nan,nan,0.503001
ATIXAE_clean_14,-25.3514,9.91034e-05,-27.2065,-19.4065,8.87911
ATUYAR_clean_2,-32.9764,7.38843e-05,-34.0912,12.0088,2.14544
ALULAV_clean_15,-16.1752,2.80368e-05,-19.4613,-13.8613,72.8724
ALUKOI_clean_15,-16.0754,2.77421e-05,-19.3305,-13.8305,74.6581
ASUKEE_clean_70,-39.9838,0.00228222,-40.9831,2.41691,17.876
ATOTIM_clean_63,-32.3188,0.000384278,-19.2236,-17.0236,10.5934
ATOTIM_clean_63,-32.3188,0.000384278,-33.4007,-29.4007,10.5934
AVEMOE_clean_33,-27.2097,3.31142e-06,nan,nan,0.213978
AVAQIX01_clean_61,-35.4742,0.00210977,-35.3452,-14.2452,3.15813
AVESAW_clean_1,-35.1906,0.000111649,nan,nan,0.591254
ATOTIM_manual_63,-32.3188,0.000384278,-19.2236,-17.0236,10.6173
ATOTIM_manual_63,-32.3188,0.000384278,-33.4007,-29.4007,10.6173
AVAGOV_clean_88,-32.4219,0.000310863,-33.674,-24.474,5.46472
ATIJUJ_manual_1,-16.9359,1.03718e-05,-22.5339,-12.8339,12.8214
ATOWIQ_clean_12,-20.9727,6.62314e-05,-25.8484,-16.5484,8.43783
AVEROJ_clean_4,-22.8515,6.17938e-05,-24.8441,-21.6441,1.63372
AVAGUB_clean_86,-26.5974,2.78485e-05,-28.2215,-19.1215,5.67921
ATIJUJ_clean5b_1,-16.9359,1.03718e-05,-22.5339,-12.8339,14.0288
AVEHAM_clean_14,-32.5007,0.000183673,-34.2461,-26.7461,4.55904
ATOWOW_clean_12,-20.1413,5.80082e-05,-23.6487,-18.3487,8.73818
AVEVEE_clean_2,-26.2581,1.70048e-05,-27.6697,-14.3697,0.942321
AVAQIX_clean_61,-34.8754,0.00191342,-34.8927,-13.4927,5.85035
AVETOM_clean_68,-40.8345,0.00287762,nan,nan,2.09941
AMUWIP_charged_34,-23.4283,8.73843e-05,-29.0056,-19.9056,60.883
ASINAT_clean_2,-25.9444,0.000150215,-31.1737,-16.8737,24.5288
AVAGIP_clean_88,-32.6188,0.00028479,-33.7968,-23.4968,9.49746
AVEMAQ_clean_118,-26.3645,0.000169233,-32.0083,-20.6083,6.7923
AVIHOE_clean_91,-25.0974,0.000157385,-27.1081,-24.9081,3.58042
AVIMIC_clean_15,-28.8164,0.000267215,-28.0331,-27.0331,3.52569
AVELOD_clean_118,-26.3553,0.000164113,-32.2307,-20.2307,8.12469
AVUBUP_clean_5,-32.8571,2.97672e-05,nan,nan,0.574194
ATUXIY_clean_15,-29.3438,0.000366125,-31.8979,-21.0979,11.4167
AVIHIY_clean_78,-24.7924,0.00014423,-26.8579,-24.6579,4.76403
AVIPOL_clean_14,-24.2662,0.000204513,-27.0508,-20.8508,3.70135
AVUHIJ_clean_14,-23.272,4.44828e-07,nan,nan,0.63171
AVUJIL_clean_14,27.9138,2.26216e-16,nan,nan,0.0786352
AVUPIR_SL_2,-11.2062,1.24786e-09,nan,nan,0.0767008
ATEYED_clean_15,-17.436,4.8929e-05,-22.0468,-15.0468,22.7031
AVELUJ_clean_118,-26.9997,0.000187087,-32.6335,-20.7335,10.5279
AMOFAK_clean_19,-16.8278,3.66565e-05,-20.1396,-14.2396,68.0822
AVIMOI_clean_14,-31.1916,0.000733437,-32.6936,-27.8936,6.264
AVESOL_clean_14,-25.2939,0.000255988,-28.0464,-22.6464,8.2295
AVIMUO_clean_14,-30.4211,0.000383746,-30.719,-11.119,6.4852
AWAJIT_clean_15,-38.0466,0.00435984,nan,nan,0.621291
AVUPIR_clean_h_1,-24.1962,3.87742e-06,-25.2628,-7.86284,2.11728
AVUPIR_clean_h_1,-24.1962,3.87742e-06,-25.0497,-7.64972,2.11728
AVIPAX_clean_14,-27.6453,0.000335667,-30.8528,-18.4528,7.64684
AVETAY_clean_122,-28.6548,0.000407741,-29.3971,-26.1971,10.7662
AWAKEQ_clean_14,-30.2761,0.000307295,-31.2519,-10.1519,3.45202
AWEBIO_charged_14,-24.9632,2.10239e-07,nan,nan,0.425181
AVEQID_clean_14,-20.0862,8.78291e-05,-23.251,-20.251,13.0901
AWEDUC_charged_17,-32.2352,8.76258e-05,nan,nan,0.391391
AVUDAX_clean_14,-26.7682,0.000197162,-28.2579,-20.7579,6.98052
AVETEC_clean_122,-28.9022,0.000428014,-28.6374,-4.43736,12.3
ANUGEW_clean_2,-16.3475,2.41701e-05,-23.567,-12.867,62.9339
AWAGOV_clean_85,-35.9947,0.00053039,-28.7181,-22.8181,6.34079
AWAGEL_clean_13,-22.9692,8.67484e-05,-26.1114,-19.0114,6.89776
ATAYEB_clean_1,-26.3992,0.000149489,-31.3124,-16.9124,31.1679
AWARIZ_clean_15,-35.0038,0.000875622,-35.3166,-33.8166,7.18238
AWARIZ_clean_15,-35.0038,0.000875622,-35.313,-33.813,7.18238
AWIBAL_clean_2,-33.5311,0.000816123,-34.6063,-30.2063,0.862094
ATAYAX_clean_1,-26.7163,0.00014934,-31.2192,-17.0192,33.914
AWASAU_clean_14,-27.2393,3.91305e-05,-28.156,-23.256,8.5518
AWASAU_clean_14,-27.2393,3.91305e-05,-29.6794,-19.3794,8.5518
AWIBAK_clean_15,-33.4072,5.63915e-05,nan,nan,3.28195
AWOKED_clean_14,-33.0774,4.52095e-05,nan,nan,0.171397
AVESUR_clean_56,-24.0568,0.000132266,-26.1234,-21.8234,18.3114
AWEDOW_charged_52,-25.4828,0.000107178,-28.698,-21.698,6.91277
AWAREV_clean_15,-34.9545,0.000855458,-35.3118,-33.7118,11.9297
AWAREV_clean_15,-34.9545,0.000855458,-35.3082,-33.7082,11.9297
AWEJIW_clean_2,-31.2076,0.000539691,-25.131,-18.331,7.18255
AWEJIW_clean_2,-31.2076,0.000539691,-31.5316,-30.0316,7.18255
AXAQAT_clean_8,-10.3269,2.3149e-09,nan,nan,0.0741632
AWEGEP_clean_62,-22.7169,1.72449e-05,-25.0437,-10.0437,7.42947
AXAWUT_clean_60,-24.8982,3.31953e-06,nan,nan,0.135462
AWAHEM_clean_1,-19.8456,1.02405e-05,-22.0452,-14.8452,12.555
AWOFOI_clean_14,-24.0753,8.35558e-05,-26.0981,-20.6981,3.17576
AXAFAG_clean_14,-17.5259,7.46024e-06,-18.155,-15.755,3.58597
AWEWOP_clean_12,-27.7476,0.000207371,-32.3332,-18.9332,9.3125
AWEJES_clean_58,-24.1337,7.24905e-05,-29.2786,-21.1786,13.3411
ASOYOY_clean_80,-25.1948,0.000148463,-29.4109,-17.1109,45.5396
AXOCAT_clean_14,-14.5555,2.49519e-08,nan,nan,0.0785208
AXOCEW_clean_13,-41.1881,0.00383842,-27.8212,-19.3212,2.61561
AXIPEE03_clean_14,-24.65,7.88653e-05,-25.7038,-20.8038,6.92982
AWEZOS01_clean_15,-34.7529,7.05064e-05,-28.086,17.614,16.501
AKIXEZ_clean_1,-85.9515,12391.1,-87.3095,-31.5095,114.169
AXIGAR_clean_9,-18.1093,1.55543e-05,-19.2723,-7.87229,10.2245
AXUDII04_clean_225,-25.0448,1.36792e-05,nan,nan,0.0671353
AXINEA_clean_70,-37.1582,0.00250463,-36.4509,6.74905,11.4091
AWIBEO_clean_15,-27.7967,2.76628e-05,-29.3701,6.82987,15.6754
AXOHIE_clean_14,-33.7827,0.000446928,nan,nan,3.30604
AXIPEE_clean_15,-25.502,9.18493e-05,-26.7212,-19.2212,6.28627
AYAWEE_clean_2,-37.8857,0.00229869,nan,nan,0.186729
AXIPEE01_clean_15,-23.224,6.25543e-05,-24.1605,-21.4605,12.3984
AXUHIL_clean_14,-35.9016,0.00117061,nan,nan,1.4488
AXIMUP_clean_14,-25.439,0.000174402,-26.9849,-18.3849,13.1025
AYOYOE_clean_2,-19.8905,6.99097e-08,nan,nan,0.207648
AYUPOZ_clean_76,-14.4745,8.48052e-08,nan,nan,0.068011
AYOYEU_clean_2,-32.0043,0.000286202,nan,nan,0.725807
AXUPEO_clean_2,-35.3443,0.00405636,-36.0044,-0.00441106,1.32221
AZAFIS_clean_2,-27.7436,0.000107664,-29.0359,-24.5359,0.706962
AWAHAI_clean_2,-20.1542,5.17752e-06,-17.9463,3.05371,26.7386
AVOSIO_charged_1,-24.814,3.62534e-05,-29.5737,-17.0737,30.4783
AXUJOT_clean_2,-16.9709,1.42529e-06,-19.4748,-4.37479,3.37696
AZAWAZ_clean_2,-15.999,3.15974e-07,-16.9387,10.1613,1.43227
AYUWUM_clean_2,-34.8202,0.000225106,-36.9548,11.7452,2.83017
AZEWEH_clean_2,-30.1617,1.60724e-05,-21.6104,-8.81039,0.608659
AZILEA_clean_1,-31.2174,1.46027e-05,nan,nan,0.657564
AZILEC_clean_29,-29.933,0.000392422,nan,nan,0.856403
AYOXUJ_clean_15,-24.4462,4.74197e-05,-27.796,-18.696,4.41035
AZOBUN_clean_2,8.4703,3.67494e-13,nan,nan,0.114889
AZOHEC_clean_13,-33.8544,0.000479749,nan,nan,0.381068
AZEBUE_clean_33,-30.0661,0.000434064,-30.0506,-28.2506,2.60693
BACGAQ_clean_2,-32.2273,0.000631209,-33.4033,-28.0033,1.70758
BACMOH10_clean_19,-19.6217,1.91254e-07,nan,nan,0.101157
BACMOH_clean_19,-16.9989,1.85802e-07,-18.1149,5.28506,0.722665
ATEZEG_clean_15,-25.1264,0.000230721,-28.7298,-22.9298,55.514
AZIXUD_clean_19,-25.1773,0.000185408,-26.7895,-19.9895,3.52656
BADHUM01_clean_14,-7.71168,2.25503e-10,nan,nan,0.232544
BADHIA_clean_70,-21.3762,2.52798e-07,nan,nan,0.431387
BADHOG_clean_70,-21.7157,2.96781e-07,nan,nan,0.436041
BADHUM_clean_70,-22.0045,3.32907e-07,nan,nan,0.435888
BADJIC_clean_15,-17.8408,1.58339e-08,nan,nan,0.261333
AXUHEH_clean_14,-39.0052,0.00134279,-40.5113,-19.5113,10.843
AXUBAW_manual_1,-17.4259,3.31402e-05,-19.0386,-15.1386,11.9169
AXUBAW_clean5b_1,-17.4259,3.31402e-05,-19.0386,-15.1386,12.3378
AZAVUU_clean_19,-31.7214,0.00092581,-30.028,-27.328,8.57065
AZAVUU_clean_19,-31.7214,0.00092581,-33.2536,-28.5536,8.57065
BAFKUR_clean_2,-34.7934,8.13741e-05,nan,nan,0.145982
BADJAU_clean_43,-19.7079,6.81183e-08,nan,nan,1.46548
BAHGUN01_clean_1,-39.0592,0.000802217,nan,nan,0.125528
BAHGUN02_clean_1,-39.0652,0.000759226,nan,nan,0.118994
BAFCAP_clean_2,-37.8961,0.00176521,nan,nan,1.08152
BAHGUN03_clean_1,-39.2283,0.000948512,nan,nan,0.124511
BAHGUN_clean_1,-39.4568,0.00113209,nan,nan,0.136261
BAHGUN04_clean_1,-39.0605,0.000952769,nan,nan,0.207509
AWEZOS_clean_15,-34.7106,6.92617e-05,-28.1446,18.6554,29.7562
AZIMIH_clean_15,-32.0158,0.000232796,-33.4486,10.5514,7.28983
BAEDTA01_clean_104,-47.7332,0.0138665,-30.3014,-27.8014,2.24015
BAFVAH_clean_139,-42.8486,0.00948551,nan,nan,1.35938
AWIBIS_clean_15,-27.5817,2.56428e-05,-28.9621,6.23787,27.7006
BAKFAV_clean_2,-30.0424,0.000203436,-29.1227,12.5773,2.02577
AZAVOO_clean_14,-32.8642,0.0012145,-30.2892,-24.8892,12.11
AZAVOO_clean_14,-32.8642,0.0012145,-34.1857,-8.08566,12.11
BAKGIF_clean_2,-22.0584,7.26079e-05,-24.2891,-18.4891,2.15096
BAHMAZ_clean_14,-26.1429,6.02384e-05,-26.1605,-19.6605,2.76141
BAKGIF_clean5b_2,-22.0584,7.26079e-05,-24.2891,-18.4891,2.16302
BAKLIK_clean_2,-30.3877,0.000216007,nan,nan,0.48829
BALMUW01_clean_2,19.9795,3.15932e-15,nan,nan,0.031007
BALMUW_clean_2,15.1064,2.52848e-14,nan,nan,0.0309228
BAKGIF_manual_2,-22.0584,7.26079e-05,-24.2891,-18.4891,2.90243
BAKGAX_clean_62,-28.0663,4.67529e-05,-28.7966,7.20337,3.56505
BAFHAU_clean_97,-13.3693,4.70767e-06,-16.8551,-9.85514,5.49737
AXUBOL_clean_160,-31.067,0.000511099,-24.436,-20.236,18.0472
AVITUU_clean_141,-25.35,8.90298e-05,-27.9453,-14.9453,45.8441
BAKJII_clean_14,-25.4931,0.000298654,-26.4871,-23.1871,3.97801
AVIVOQ_clean_141,-26.6772,0.000113132,-28.2939,-14.2939,44.9656
AZIVAI_clean_94,-20.7317,0.000134697,-22.4697,-17.8697,13.1886
BAKYOE_clean_60,-25.3233,0.000255037,-27.674,-22.874,4.09062
BAKYIY_clean_63,-25.0587,0.000265548,-27.306,-23.406,4.31566
BAMKIM_clean_14,-23.8809,6.7658e-05,-28.2791,-17.9791,4.435
BAPVEW_clean_14,-37.7273,0.000655024,-39.1859,16.6141,2.71339
BARZIE_clean_2,-29.1184,0.000252646,nan,nan,1.46581
BARZOK_clean_2,-29.1191,0.000249384,nan,nan,1.45939
BARZAW_clean_2,-29.5293,0.000286559,nan,nan,2.2777
BASSOF_clean_3,-31.2668,8.10717e-06,nan,nan,0.443999
BAKJOO_clean_2,-24.7671,0.000160674,-30.4224,-21.2224,6.35598
BASTAS_clean_56,-32.1188,1.12378e-05,nan,nan,0.335078
BASTEW_clean_56,-32.1816,1.2268e-05,nan,nan,0.337118
BASSUL_clean_56,-31.9863,9.90411e-06,nan,nan,0.609421
BASTIA_clean_56,-31.2142,7.96643e-06,nan,nan,0.339305
BASTUM_clean_56,-31.9504,1.1174e-05,nan,nan,0.340866
AZAWAB_clean_2,-29.277,0.000496781,-29.8054,-25.3054,18.5777
AZAWAB_clean_2,-29.277,0.000496781,-31.2464,-24.0464,18.5777
AZAWAB_clean_2,-29.277,0.000496781,-29.7957,-26.5957,18.5777
AZAWAB_clean_2,-29.277,0.000496781,-29.0668,-21.5668,18.5777
BAQWIC_clean_2,-20.4191,1.96102e-05,-22.8288,-17.7288,4.07673
BAMKOS_clean_14,-24.1799,7.70736e-05,-28.5252,-18.0252,6.69864
BAXFIR01_clean_14,-26.2849,5.04695e-06,-27.5304,0.369561,0.864793
BAXFIR02_clean_14,-26.6378,5.40794e-06,-27.6736,0.526385,0.860421
BAXFUD_clean_14,-26.1048,6.74694e-06,-27.0895,17.2105,0.989654
BAXLOD_clean_76,-9.73721,4.06426e-09,-10.3355,-7.03549,0.506062
BAXGAK_clean_14,-24.5419,2.94347e-06,-26.0017,0.598299,0.83438
BAYCOU_clean_33,-31.3075,4.4533e-06,nan,nan,0.332605
BAZDAJ_charged_19,-30.5913,9.89514e-06,nan,nan,0.427823
BAZDAJ_clean_19,-30.5913,9.89514e-06,nan,nan,0.577945
BAQWOI_clean_14,-22.623,3.42367e-05,nan,nan,5.14197
ATEZAC_clean_15,-21.8421,9.11793e-05,-26.1831,-20.2831,69.9583
BAKJEE_clean_14,-25.1441,0.000250162,-28.6206,-21.0206,10.4389
BAXSIE_clean_92,-29.975,0.000435,-30.4725,-28.0725,1.63195
BEFLEF_clean_20,-42.8285,0.0107301,nan,nan,0.156734
AVIVIK_clean_141,-27.791,0.000113842,-26.3856,-14.4856,51.0533
BAQWEY_clean_2,-19.3537,1.40334e-05,-23.2889,-15.7889,7.19488
BANMAG_clean_66,-17.8522,1.00884e-05,-19.6326,-15.1326,9.22137
ATEZIK_clean_15,-23.4258,0.000144153,-28.0865,-20.4865,70.9678
BAXREY_clean_60,-26.7909,3.58158e-05,nan,nan,2.93055
BEFMUW_clean_5,-31.5967,0.000107294,nan,nan,0.266744
BEFMOQ_clean_5,-33.0742,0.000312348,nan,nan,0.473027
AWAWUR_clean_1,-32.2113,0.000176914,-37.8358,-17.0358,45.7286
BEFNAD_clean_5,-26.9266,1.44204e-05,nan,nan,0.258697
AWASOI_clean_1,-28.0381,4.60628e-05,-30.8293,-13.2293,47.6248
AWASOI_clean_1,-28.0381,4.60628e-05,-29.5878,-23.0878,47.6248
AWASOI_clean_1,-28.0381,4.60628e-05,-30.8292,-13.2292,47.6248
AWASOI_clean_1,-28.0381,4.60628e-05,-29.588,-23.088,47.6248
BASJUB_clean_86,-29.1935,0.000489516,-31.1219,-25.8219,6.66303
BEGBOG_clean_198,-27.4323,9.57475e-06,nan,nan,0.0814981
BEFMAC_clean_15,-41.3731,0.0212739,-40.7692,-4.46923,2.23553
BEFNEH_clean_14,-34.0753,0.000352833,-30.6697,3.43026,1.78586
BEFNIL_clean_121,-39.5148,0.00148465,-40.4477,8.95227,2.14038
BEFNUX_clean_57,-33.1491,0.000422983,-32.8938,11.7062,1.9587
BARZUR_clean_5,-31.6779,0.00112173,-29.8456,-25.5456,7.99826
BARZUR_clean_5,-31.6779,0.00112173,-32.3107,-21.7107,7.99826
BEFLAB01_clean_68,-38.4813,0.00600163,-43.9057,2.89434,3.77636
BEKZEX01_clean_15,-7.7284,8.37224e-10,nan,nan,0.210634
BEFLUV_clean_126,-44.1063,0.0138958,-47.9185,-25.3185,3.62147
BEFLUV_clean_126,-44.1063,0.0138958,-34.9816,13.9184,3.62147
BEFNOR_clean_57,-45.9396,0.0868021,-45.682,11.318,2.4277
BEFLIJ_clean_70,-43.696,0.029941,-44.2673,6.53267,3.79608
BEJZAS_clean_19,-24.062,2.43609e-05,-24.4568,-8.35681,1.32348
BEFKUU_clean_2,-35.7325,0.0083051,-35.7996,14.1004,4.82998
BEKSAM_clean_1,-43.9597,0.00411158,-44.7298,-26.0298,1.50715
BEKSAM_clean_1,-43.9597,0.00411158,-44.7353,-25.8353,1.50715
BELYIC_clean_5,-20.9145,1.30619e-06,nan,nan,0.322033
BEKZEX_clean_15,-10.0165,2.81381e-09,-11.1529,16.0471,1.58828
BEKYOG_clean_15,-22.6084,1.76212e-05,-21.9997,-21.2997,2.03306
BAPDAA_clean_2,-18.465,2.11857e-05,-20.5496,-15.9496,13.5523
BAPDAA_clean_2,-18.465,2.11857e-05,-20.5496,-15.9496,13.5523
BENXUP_clean_2,-31.664,6.33622e-05,-32.4101,9.98993,1.25381
BELJIL_clean_2,-26.1545,0.000129787,-28.1331,-23.0331,2.6575
BENZOL_clean_2,-26.4733,0.000172464,-26.927,-21.627,1.26372
BARZOL_charged_14,-42.8043,0.0057923,-38.2542,10.3458,11.4402
BENZUR_clean_2,-25.7714,0.000124609,-26.8658,-21.6658,1.38409
BEPBAB_clean_2,-28.2216,0.000294835,-31.2735,-25.9735,1.36085
BEPNER_clean_5,-16.1826,1.26041e-08,nan,nan,0.266232
BEKYUM_clean_15,-27.2343,9.48176e-06,-27.033,-3.13295,3.92886
AVUCEA_clean_2,-23.7058,0.000103447,-24.8724,-23.1724,57.1447
AXINIF_clean_62,-26.4491,0.00018804,-31.0358,-17.1358,42.8396
AVIVEG_clean_141,-28.1294,0.000119699,-32.7527,-14.6527,59.6987
BADXAI_clean_2,-28.4615,4.98818e-05,-28.3704,-19.8704,22.5541
BADXAI_clean_2,-28.4615,4.98818e-05,-28.3781,-19.8781,22.5541
BENXOJ_15,-28.7,1.59716e-05,-29.8869,-11.4869,3.99454
BEFPAF_clean_5,-33.354,0.00328159,-35.5637,5.73629,6.87885
BEPVAV_clean_2,-28.9326,4.18454e-05,nan,nan,0.203321
BAWRUO_clean_15,-20.7728,1.98114e-05,-23.4666,-17.5666,11.592
BEPVID_clean_2,-30.7982,0.0004398,-32.0016,-22.8016,1.35471
BEPVEZ_clean_2,-28.8032,0.000312062,-29.9235,-23.2235,1.51459
BELVAR_charged_2,-34.648,0.0018533,-36.1772,-13.3772,6.74004
BABREE_clean_2,-26.1115,0.000105513,-30.2255,-16.1255,29.0441
BEPVOJ01_clean_2,-31.3108,0.000420139,-31.9762,-20.0762,1.2359
BEPVOJ_clean_2,-31.2254,0.000329571,-31.5568,-15.6568,1.21366
BERFIP_clean_15,-28.6395,4.55493e-06,nan,nan,0.170214
BERGAI_clean_126,-37.3688,0.00267387,nan,nan,0.399802
BEPMEQ_clean_4,-17.9681,1.45723e-05,-21.2434,-17.2434,5.92639
BEPWEA_clean_2,-20.4049,7.77812e-06,-20.9526,-14.3526,2.04354
BEPMIU_clean_4,-17.8431,1.37997e-05,-21.1042,-17.1042,5.89516
BEPNIV_clean_4,-23.1652,5.0529e-05,-26.9052,-16.5052,5.95057
BEPPAP_clean_4,-17.7994,1.32337e-05,-20.9965,-16.8965,5.77593
BEPYIG_clean_15,-25.1341,0.00011822,-27.4304,-23.4304,2.4607
BELVEV_charged_2,-23.4694,0.00010872,-28.0653,-20.2653,10.3023
BEPLUF_clean_4,-21.8928,4.0037e-05,-26.1497,-17.0497,8.69317
BEPPOD_clean_4,-19.275,2.35027e-05,-21.9633,-16.5633,6.40812
BAZJET_clean_11,-20.5236,5.86687e-05,-23.8675,-13.6675,16.4618
BEPMAM_clean_4,-23.3592,5.01994e-05,-27.4154,-16.7154,10.282
BEPNUH_clean_4,-18.0685,1.3891e-05,-20.6603,-17.3603,9.28104
BEPNOB_clean_4,-22.5454,4.147e-05,-26.7372,-16.5372,9.90669
BETDAH_clean_2,-26.7373,0.000240481,-28.2608,-26.4608,5.24717
BELTUJ_clean_61,-29.6368,0.000514916,-31.739,-22.939,13.986
BETDEL_clean_2,-26.4084,0.000225167,-27.7986,-25.7986,5.20772
BETDIP_clean_2,-26.5624,0.000231132,-28.4663,-22.7663,5.32175
BETDUB_clean_2,-26.6238,0.000234878,-28.6649,-20.7649,4.79975
BADYAJ_clean_14,-22.1326,6.19566e-05,-26.215,-17.715,32.2278
BEVQID_clean_8,37.7001,2.96959e-17,nan,nan,0.0631093
BEVQUP_clean_2,37.1428,1.35561e-17,nan,nan,0.041773
BEVRAW_clean_8,57.389,5.76304e-21,nan,nan,0.0865701
BEPPIX_clean_4,-19.6036,2.55127e-05,-22.1658,-17.0658,10.6523
BAZJIX_clean_2,-24.9264,0.000160056,-26.1902,-17.2902,19.6711
BETFAJ_clean_2,-26.8199,0.000255381,-28.0449,-26.3449,5.42007
BETFEN_clean_2,-26.8649,0.000252339,-28.0913,-26.1913,5.07251
BELTOD_clean_61,-28.2306,0.000396528,-30.2487,-21.6487,16.0356
BETFUD_clean_2,-26.4933,0.000221896,-27.9409,-25.6409,5.29221
BETFOX_clean_15,-28.9404,0.000125343,-30.0296,-20.1296,5.92428
BETDOV_clean_15,-29.8236,0.000304124,-31.7779,-23.2779,7.85815
BETFIR_clean_15,-25.5008,6.81543e-06,-27.547,15.653,8.87812
BETGAK_clean_2,-26.6344,0.000225546,-28.1156,-25.5156,8.40862
BEVWAB_clean_12,-28.3121,0.000175004,-33.983,-23.683,7.46434
AVIVUW_clean_141,-27.068,9.61802e-05,-26.2045,-14.5045,77.6253
AXIPEE02_clean_1,-24.929,8.28098e-05,-26.1242,-20.5242,60.1262
AXIPEE02_clean_1,-24.929,8.28098e-05,-26.1242,-20.5242,60.1262
BETGIS_clean_221,-25.639,7.27705e-05,-20.6765,-7.57648,10.9386
BEWVEG_clean_1,-24.5881,5.65091e-05,-29.5503,-18.5503,9.77873
BEXRUT_clean_14,-23.8656,8.91152e-05,-26.6678,-17.7678,2.75432
BETGOY_clean_221,-25.7137,7.9817e-05,-18.0841,-9.88409,11.8502
